transaction_amount,hour_of_day,day_of_week,transaction_count_24h,avg_transaction_amount_30d,deviation_from_avg,unique_recipients_24h,is_new_recipient,is_anomaly
23589.8,8,6,5,17278.62,0.3652,1,0,0
133792.13,18,6,5,57258.84,1.3366,2,0,0
148015.95,0,2,2,62834.74,1.3556,1,0,0
75022.74,12,4,1,137147.47,-0.453,2,0,0
58634.47,5,3,1,36701.65,0.5976,1,0,0
19637.16,23,5,2,41607.0,-0.528,1,0,0
138566.43,19,4,3,28769.16,3.8164,2,1,0
125559.61,21,3,5,85130.27,0.4749,2,0,0
37620.22,23,0,3,223685.43,-0.8318,0,0,0
43729.32,19,4,5,74720.61,-0.4148,1,0,0
72544.67,6,3,4,83892.34,-0.1353,1,0,0
26498.93,7,3,3,122903.49,-0.7844,0,0,0
59593.28,22,5,3,29917.2,0.9919,0,0,0
929.79,9,5,1,192871.53,-0.9952,4,0,0
2691.23,12,5,2,117818.09,-0.9771,3,0,0
35495.01,0,3,1,128348.59,-0.7234,2,0,0
16056.17,13,3,2,60612.44,-0.7351,4,1,0
52414.3,9,3,3,27028.63,0.9392,2,0,0
209470.14,6,4,5,28272.82,6.4087,2,0,0
53696.65,21,5,4,56930.49,-0.0568,2,0,0
35886.27,9,6,3,17977.07,0.9962,2,0,0
243964.86,15,2,4,19879.65,11.2715,1,0,0
64041.19,16,4,5,47208.9,0.3565,1,0,0
16634.25,0,2,3,46265.08,-0.6404,3,0,0
56784.4,1,2,2,184749.9,-0.6926,4,0,0
64841.41,1,4,0,127316.61,-0.4907,0,0,0
178248.81,3,5,4,32366.08,4.5071,1,0,1
122705.76,17,0,1,36448.96,2.3664,3,0,0
30431.55,1,3,4,7959.29,2.823,1,0,0
15912.06,15,4,2,69663.65,-0.7716,1,1,0
56646.78,0,6,9,120670.54,-0.5306,3,0,0
191325.97,14,1,1,51832.04,2.6912,1,0,0
35455.4,17,2,3,88127.88,-0.5977,3,0,0
47895.54,1,1,1,120597.66,-0.6028,1,0,0
10097.67,6,3,4,25391.6,-0.6023,2,0,0
49342.02,12,3,1,407705.81,-0.879,3,1,0
6222.23,20,4,0,92673.85,-0.9328,2,1,0
1203707.61,17,2,0,76802.7,14.6725,0,0,0
93368.18,5,2,7,48987.79,0.9059,1,0,0
61980.91,5,5,6,31390.61,0.9745,4,1,0
14078.3,15,0,2,34209.33,-0.5884,1,0,0
59918.22,8,0,5,171898.92,-0.6514,0,0,0
43969.58,1,6,4,98287.49,-0.5526,0,1,0
20968.45,1,1,1,31566.82,-0.3357,4,0,0
21928.8,17,0,2,37012.84,-0.4075,2,0,0
541755.55,11,2,1,58941.55,8.1913,4,0,0
188532.56,11,1,5,135315.73,0.3933,3,1,0
54030.42,21,3,3,111915.58,-0.5172,2,0,0
5654.27,8,1,2,48195.48,-0.8827,0,1,0
29148.89,12,5,3,385409.62,-0.9244,2,0,0
1520.78,16,3,2,116682.03,-0.987,0,0,0
58068.77,4,3,3,18659.48,2.1119,2,0,0
276220.17,1,3,6,24093.82,10.4639,0,1,1
169527.36,21,6,3,23677.68,6.1595,3,1,0
23318.36,21,1,0,90096.9,-0.7412,1,0,0
99729.25,15,6,1,47213.12,1.1123,2,1,0
271481.14,22,6,0,42511.81,5.3859,2,0,0
5061.43,8,5,2,96258.04,-0.9474,1,0,0
94476.42,13,0,2,27657.34,2.4159,1,0,0
1123229.36,3,6,4,200265.73,4.6087,2,1,0
1421451.72,23,6,4,183700.59,6.7378,0,0,0
30716.61,20,6,0,34252.61,-0.1032,0,0,0
14360.62,11,1,3,86367.43,-0.8337,2,0,0
60069.62,4,3,4,26662.77,1.2529,1,0,0
55307.23,7,6,4,15116.91,2.6585,0,0,0
312265.88,3,4,1,22020.73,13.1799,2,0,1
23956.02,2,1,3,16602.22,0.4429,2,0,0
14475.71,23,4,3,52146.85,-0.7224,1,0,0
114461.86,16,6,6,77569.06,0.4756,2,0,0
552752.54,5,5,3,197140.31,1.8038,1,0,0
52485.97,8,6,4,21053.07,1.493,1,0,0
142874.12,2,3,3,258689.83,-0.4477,1,1,0
83089.15,23,3,6,38884.39,1.1368,3,0,0
42249.96,2,3,1,11746.3,2.5967,2,0,0
59387.56,4,0,5,26394.93,1.2499,4,1,0
167251.46,18,5,3,63510.06,1.6334,0,0,0
159183.28,13,1,2,192898.21,-0.1748,1,0,0
2015446.84,21,2,1,160091.86,11.5892,2,0,0
83134.94,9,4,5,66969.65,0.2414,2,0,0
21415.63,18,5,5,228067.11,-0.9061,3,1,0
71162.36,0,0,4,363429.0,-0.8042,1,0,0
322107.92,19,5,4,42313.53,6.6123,0,0,0
109244.19,4,0,3,191655.73,-0.43,4,0,0
9622.95,6,2,1,29927.03,-0.6784,1,0,0
136587.92,20,0,4,31483.28,3.3383,1,0,0
2000553.31,1,5,4,7179.36,277.6148,1,0,0
15785.56,21,4,2,40912.94,-0.6142,1,0,0
221880.54,16,6,1,5027.17,43.1277,3,1,0
59797.38,7,2,3,145957.23,-0.5903,2,0,0
2890.89,13,1,2,35474.18,-0.9185,0,0,0
55456.01,10,1,7,301772.92,-0.8162,2,0,0
29036.76,1,2,2,10655.09,1.725,1,0,0
61396.89,11,1,1,40085.11,0.5316,3,0,0
5405.73,3,6,1,201498.31,-0.9732,1,1,0
395434.76,18,3,1,477054.9,-0.1711,4,0,0
13695.26,9,4,0,43943.28,-0.6883,2,0,0
166856.33,3,2,3,202721.12,-0.1769,2,0,0
134558.93,4,4,5,14616.08,8.2057,3,0,1
49125.76,6,1,0,55236.22,-0.1106,0,0,0
69327.73,18,4,5,207156.17,-0.6653,3,0,0
255832.87,10,0,1,57085.95,3.4815,0,0,0
1057447.24,8,2,4,8059.05,130.1962,1,0,0
148813.87,0,0,2,155484.84,-0.0429,1,0,0
31741.78,6,1,1,145674.75,-0.7821,1,1,0
17260.79,21,1,1,72072.57,-0.7605,2,0,0
47493.1,13,5,3,75044.6,-0.3671,1,0,0
110145.08,10,0,2,134551.4,-0.1814,2,0,0
326071.44,23,5,3,131230.66,1.4847,0,0,0
221558.86,21,3,0,26609.11,7.3262,1,0,0
41040.27,1,2,3,57425.66,-0.2853,2,0,0
10693.01,4,4,3,16110.45,-0.3362,1,1,0
27181.15,10,1,3,26862.39,0.0119,0,0,0
20359.4,3,4,4,52426.93,-0.6116,2,0,0
293523.26,1,4,3,27252.14,9.7703,4,0,1
11178.07,1,5,2,152622.29,-0.9268,0,0,0
25283.43,2,6,3,27347.36,-0.0755,3,0,0
172756.61,1,1,2,26991.87,5.4001,0,1,0
66848.34,19,3,3,58056.17,0.1514,0,0,0
27262.45,6,0,5,51744.13,-0.4731,4,1,0
500.32,1,2,2,66878.1,-0.9925,1,0,0
42762.12,16,0,5,36545.6,0.1701,1,0,0
1278419.3,1,2,1,115287.75,10.0889,1,0,0
51893.13,12,3,1,98484.69,-0.4731,1,0,0
27236.96,6,3,3,42268.51,-0.3556,0,0,0
92288.29,18,6,0,283880.79,-0.6749,0,1,0
356909.36,10,4,0,13109.64,26.223,2,0,0
71188.51,19,3,2,84964.16,-0.1621,3,0,0
62586.89,22,6,2,90966.67,-0.312,0,0,0
69050.22,4,0,2,72558.52,-0.0484,1,0,0
2246009.86,7,1,6,116584.77,18.2649,1,0,0
98545.0,11,6,4,282354.47,-0.651,0,1,0
35981.59,18,2,2,86366.12,-0.5834,1,0,0
116645.1,3,2,1,51369.22,1.2707,0,0,0
23781.79,15,3,2,242049.55,-0.9017,2,0,0
25669.83,5,1,2,78986.98,-0.675,0,0,0
62697.44,16,5,4,16569.97,2.7836,0,0,0
26063.21,0,3,6,13410.85,0.9434,2,0,0
30966.86,11,1,3,86008.41,-0.6399,0,0,0
193154.98,4,0,4,37254.29,4.1847,0,0,0
138087.7,23,1,3,41970.0,2.2901,4,0,0
37826.48,14,6,4,207369.56,-0.8176,3,0,0
1987993.29,15,2,4,95681.94,19.7769,1,0,0
54555.85,14,4,2,59754.82,-0.087,3,0,0
155480.69,13,0,4,105046.18,0.4801,1,0,0
293678.13,17,2,4,17586.86,15.6978,1,0,0
28270.25,19,5,5,14061.76,1.0104,1,0,0
40380.48,6,3,2,100259.09,-0.5972,1,0,0
101487.32,5,0,3,56442.53,0.7981,0,1,0
70348.67,13,5,2,335323.99,-0.7902,2,1,0
454527.54,12,3,2,50870.14,7.9349,2,0,0
26665.69,16,3,0,91507.45,-0.7086,0,0,0
15781.61,15,4,3,44407.59,-0.6446,0,0,0
71913.51,7,3,3,48704.38,0.4765,3,0,0
119059.42,13,1,5,136434.95,-0.1274,0,0,0
364275.78,15,4,3,19679.7,17.5093,2,0,0
143597.98,2,5,4,76414.21,0.8792,3,0,0
15674.82,16,0,2,40883.18,-0.6166,2,0,0
298864.57,11,3,4,27645.93,9.8101,2,0,0
5831.23,20,1,5,152058.69,-0.9616,2,0,0
37750.99,17,6,2,37036.7,0.0193,1,1,0
106576.67,12,4,6,95161.88,0.12,1,0,0
14275.66,23,0,3,85628.05,-0.8333,1,0,0
36700.43,11,6,3,28815.66,0.2736,2,1,0
301492.2,0,3,5,60885.69,3.9517,2,0,1
319271.25,22,4,4,23446.37,12.6165,0,0,0
64156.11,7,3,2,48105.42,0.3336,2,0,0
137454.3,4,3,4,176647.28,-0.2219,1,1,0
17485.99,7,0,3,22732.86,-0.2308,0,0,0
197983.05,12,1,2,129613.49,0.5275,1,0,0
44620.13,1,5,3,256225.18,-0.8259,2,0,0
24108.56,3,3,4,25611.74,-0.0587,0,0,0
57910.5,15,5,4,58955.68,-0.0177,0,0,0
16220.14,21,1,1,14192.64,0.1428,2,1,0
26231.44,17,0,3,247733.15,-0.8941,3,0,0
284823.59,14,6,1,10277.19,26.7116,1,0,0
6650.71,18,2,2,31781.89,-0.7907,0,0,0
3112962.86,6,4,3,82596.41,36.6884,3,0,0
26278.75,11,5,3,39415.12,-0.3333,1,0,0
145035.19,22,2,4,5373.68,25.9851,2,0,0
335101.45,21,1,3,19585.06,16.1092,1,0,0
8157.12,7,5,2,34946.71,-0.7666,2,0,0
129589.66,23,1,2,162193.11,-0.201,2,0,0
119907.06,19,6,6,32754.23,2.6607,3,0,0
25822.1,21,1,4,27779.81,-0.0705,0,0,0
61145.23,17,5,4,38795.22,0.5761,0,0,0
130233.43,20,3,3,75310.03,0.7293,1,0,0
97367.26,5,4,3,34847.55,1.794,2,0,0
91869.99,9,3,5,5176.89,16.7429,6,0,1
50509.98,18,3,2,138623.22,-0.6356,3,0,0
54362.89,3,2,4,29954.2,0.8148,2,0,0
221869.83,18,5,4,476183.17,-0.5341,0,0,0
68961.44,11,4,5,53067.75,0.2995,1,0,0
27763.07,22,3,2,23912.68,0.161,0,1,0
1903640.4,15,3,0,197100.45,8.6582,1,0,0
10212.35,2,0,1,44536.26,-0.7707,1,0,0
42701.69,2,0,2,62449.06,-0.3162,1,0,0
108226.95,7,2,3,154626.09,-0.3001,0,0,0
82866.57,18,6,2,93641.29,-0.1151,3,0,0
15212.0,5,0,2,72293.04,-0.7896,1,0,0
249137.01,20,3,5,228126.7,0.0921,2,0,0
8535.67,14,3,3,122565.95,-0.9304,2,0,0
82681.71,17,1,3,212183.59,-0.6103,2,0,0
85391.39,11,4,2,133994.16,-0.3627,0,0,0
5443.11,17,3,1,18185.62,-0.7007,2,0,0
168497.68,13,3,0,35102.59,3.8,2,0,0
76159.46,3,5,3,134949.23,-0.4356,0,0,0
12904.3,9,3,7,12638.6,0.021,1,0,0
263542.56,0,5,3,65473.97,3.0251,4,1,1
5806.98,22,1,6,20240.97,-0.7131,0,0,0
14970.57,19,6,4,94403.17,-0.8414,4,1,0
60713.11,4,4,2,76505.5,-0.2064,4,1,0
112193.95,23,5,2,78042.89,0.4376,0,0,0
8886.33,14,2,0,86217.83,-0.8969,2,0,0
106888.52,13,2,6,112086.9,-0.0464,1,0,0
612456.34,17,6,1,30538.04,19.0549,3,1,0
9800.3,3,6,3,30828.4,-0.6821,1,0,0
346349.56,0,5,8,47857.27,6.237,0,0,0
338071.55,0,1,2,78552.43,3.3037,1,0,0
116023.38,14,3,4,95062.02,0.2205,1,0,0
157556.02,9,1,1,62111.97,1.5366,2,0,0
12660.05,0,2,3,31609.55,-0.5995,3,1,0
20395.13,9,4,4,817570.87,-0.9751,0,0,0
678882.38,22,2,2,42922.11,14.8163,1,0,0
15614.25,9,2,2,170251.23,-0.9083,1,0,0
266798.42,18,3,4,39113.39,5.821,2,0,0
27120.4,17,4,0,93728.02,-0.7106,1,1,0
1390739.55,14,6,1,18506.24,74.1458,2,0,0
61374.66,2,6,2,110909.46,-0.4466,0,0,0
98306.14,17,6,2,17906.56,4.4897,1,0,0
457821.12,15,0,3,44342.14,9.3245,1,1,0
35221.18,0,1,1,24634.59,0.4297,2,0,0
637.71,1,1,5,46654.24,-0.9863,1,0,0
117867.61,20,5,2,34459.83,2.4204,1,0,0
53115.66,3,5,3,33034.52,0.6079,2,0,0
23644.78,0,5,3,81959.56,-0.7115,4,0,0
11454.09,16,4,6,195468.59,-0.9414,6,0,0
184698.9,11,1,0,65422.41,1.8231,1,0,0
241438.01,21,4,2,50486.94,3.7821,2,0,0
203775.91,17,6,3,37949.86,4.3695,1,0,0
12910.63,12,2,2,72507.34,-0.8219,3,0,0
58589.98,17,0,4,43396.72,0.3501,4,0,0
25181.26,6,6,4,30505.2,-0.1745,1,0,0
83256.06,2,4,2,129016.17,-0.3547,1,1,0
203087.44,6,2,4,190025.13,0.0687,3,0,0
15357.38,9,3,5,157443.13,-0.9025,2,0,0
170705.14,10,4,2,20567.93,7.2992,1,0,0
81331.18,5,6,7,290789.46,-0.7203,2,0,0
91426.15,13,0,3,31254.17,1.9252,0,1,0
356810.82,19,2,2,192467.17,0.8539,4,0,0
961395.92,17,6,3,684064.31,0.4054,2,0,0
5345.88,23,0,1,57188.56,-0.9065,2,0,0
12801.02,9,3,3,262868.53,-0.9513,1,0,0
142125.61,5,1,3,9137.07,14.5532,0,0,0
287858.9,22,3,3,32547.65,7.844,1,0,0
738911.0,8,3,2,70453.42,9.4878,1,0,0
32673.55,2,1,4,171354.17,-0.8093,3,0,0
371551.72,14,2,5,412062.89,-0.0983,1,0,0
65873.35,14,3,6,54804.05,0.202,0,0,0
203138.89,5,6,3,33327.21,5.0951,1,0,0
5575.19,4,2,2,407468.46,-0.9863,2,0,0
7722.7,9,0,3,173437.16,-0.9555,2,0,0
111746.8,9,3,4,420440.18,-0.7342,1,0,0
162971.95,17,1,4,28032.48,4.8135,1,0,0
155567.77,0,1,4,66077.97,1.3543,2,0,0
160292.34,9,0,2,119748.67,0.3386,2,0,0
131143.89,3,6,0,62991.4,1.0819,2,0,0
251170.24,16,2,3,72728.37,2.4535,1,1,0
82585.47,23,0,1,51434.12,0.6056,0,0,0
1096.48,1,5,4,130528.54,-0.9916,1,0,0
8253.07,21,4,0,55770.71,-0.852,3,1,0
1236.96,17,2,1,313614.71,-0.9961,2,0,0
31396.56,3,5,2,27477.64,0.1426,0,0,0
18714.51,19,0,1,48739.2,-0.616,0,0,0
6820.29,17,2,4,104608.12,-0.9348,1,0,0
130580.24,10,3,0,25511.41,4.1183,3,0,0
93732.73,4,4,2,209620.16,-0.5528,0,0,0
572151.92,4,2,4,59219.97,8.6613,0,0,1
121376.4,6,3,3,29892.69,3.0603,1,0,0
322078.46,13,0,7,99346.4,2.242,3,0,0
217595.47,15,0,5,22350.15,8.7354,2,0,0
13484.42,21,6,3,74928.83,-0.82,1,1,0
106829.84,14,5,3,27456.94,2.8907,1,0,0
34046.16,6,6,2,1212535.5,-0.9719,0,0,0
140788.0,4,2,1,10120.6,12.9098,2,0,0
63770.24,0,3,4,21131.81,2.0176,0,0,0
16271.43,21,4,2,47978.47,-0.6608,2,0,0
103072.34,15,5,5,16922.96,5.0904,2,0,0
118023.18,20,4,3,235498.19,-0.4988,1,0,0
93202.24,12,3,3,80446.46,0.1586,1,0,0
15828.86,20,6,4,82665.3,-0.8085,2,0,0
130560.46,5,6,5,26550.89,3.9172,1,0,0
843620.99,16,5,7,142246.0,4.9307,3,0,0
281311.88,16,2,6,83575.78,2.3659,3,0,0
55947.73,21,2,3,69866.9,-0.1992,5,0,0
418062.21,13,3,3,51437.66,7.1274,1,0,0
3380.91,15,3,1,55559.63,-0.9391,2,0,0
9051.43,17,0,0,33420.5,-0.7291,1,0,0
25683.43,5,5,2,22521.0,0.1404,1,0,0
8913.65,11,3,2,75540.93,-0.882,1,0,0
113920.19,4,4,3,180479.57,-0.3688,0,0,0
347895.98,18,0,2,37236.24,8.3427,0,0,0
55422.88,5,1,4,81817.93,-0.3226,4,1,0
47883.96,14,3,3,119870.24,-0.6005,0,0,0
158351.98,16,4,3,62635.04,1.5281,1,0,0
86919.89,1,4,5,35974.21,1.4161,0,0,0
181832.92,12,4,1,34952.82,4.2021,0,0,0
2888.17,22,1,8,43642.49,-0.9338,3,0,0
66893.28,0,1,2,99631.14,-0.3286,3,1,0
53083.42,1,6,1,16762.44,2.1667,3,0,0
186960.75,17,3,4,207717.71,-0.0999,2,0,0
456328.62,6,4,3,326809.14,0.3963,3,1,0
13147.67,12,1,5,12492.03,0.0525,2,0,0
67938.91,10,5,1,219347.92,-0.6903,1,0,0
156023.66,4,2,4,102126.3,0.5277,1,0,0
17846.46,8,4,2,80193.37,-0.7774,1,0,0
92163.95,14,3,6,27732.83,2.3232,1,1,0
13226.2,9,5,4,37655.27,-0.6487,1,0,0
76876.06,17,0,3,20784.18,2.6986,1,0,0
25246.88,1,5,1,17201.33,0.4677,0,0,0
106081.99,19,1,5,71014.33,0.4938,1,0,0
12738.28,3,6,2,80881.46,-0.8425,1,1,0
18744.38,12,3,2,118457.52,-0.8418,0,0,0
5624.17,3,6,2,75968.71,-0.926,1,0,0
47560.81,15,0,0,141687.27,-0.6643,2,0,0
14669.52,13,6,3,28306.83,-0.4818,3,0,0
75898.57,4,2,1,34743.98,1.1845,5,0,0
44507.64,2,1,2,28531.43,0.5599,2,0,0
15076.32,0,5,6,411340.81,-0.9633,2,0,0
59383.35,20,4,0,13221.69,3.4911,1,0,0
330472.78,4,3,6,70313.28,3.7,5,0,0
81170.32,11,2,4,17321.07,3.686,1,0,0
131217.01,23,3,5,21059.02,5.2307,1,0,1
309273.69,7,5,2,95038.21,2.2542,0,0,0
186113.45,13,3,1,45800.91,3.0635,2,0,0
54965.33,14,5,2,13388.28,3.1052,3,0,1
740317.19,18,0,1,78817.28,8.3927,0,0,0
82881.25,13,3,3,91132.34,-0.0905,0,0,0
9027.97,12,6,2,131034.63,-0.9311,0,0,0
109366.76,11,4,5,246753.56,-0.5568,1,0,0
13251.03,22,4,5,75030.02,-0.8234,0,0,0
32781.84,14,5,2,95994.47,-0.6585,2,0,0
306599.04,0,3,2,49838.89,5.1517,1,0,1
1694.49,1,5,5,52521.72,-0.9677,0,0,0
16485.61,17,0,1,43064.35,-0.6172,3,1,0
23393.93,12,5,5,33646.67,-0.3047,0,0,0
17833.72,1,0,6,19991.34,-0.1079,6,0,0
55904.31,13,2,3,10766.78,4.1919,2,0,0
312297.1,13,5,3,26571.58,10.7526,4,0,0
14034.2,1,4,1,26243.46,-0.4652,1,1,0
131621.87,9,0,0,4436.91,28.6588,1,0,0
18877.44,9,5,4,13891.82,0.3589,1,0,0
50818.97,21,3,3,46229.62,0.0993,1,1,0
8944.81,9,1,2,40699.82,-0.7802,0,1,0
14727.89,16,6,5,59050.96,-0.7506,2,0,0
177473.51,2,1,1,23639.25,6.5073,3,0,0
23101.01,3,6,7,116023.2,-0.8009,0,0,0
10236.24,0,4,2,11589.35,-0.1167,0,0,0
83886.91,3,3,2,31512.13,1.662,1,0,0
41666.33,16,2,2,145738.65,-0.7141,1,0,0
34724.56,1,3,3,65828.83,-0.4725,0,1,0
95848.62,4,2,1,147696.95,-0.351,2,0,0
6432.43,20,2,4,25018.16,-0.7429,2,0,0
29886.5,8,5,7,4299.77,5.9493,1,1,0
29048.66,6,3,7,79654.35,-0.6353,1,0,0
87504.45,7,0,2,252916.57,-0.654,0,1,0
104929.53,2,2,0,160421.74,-0.3459,4,0,0
190701.16,4,4,2,32792.03,4.8153,0,0,1
1757728.79,6,0,5,480463.29,2.6584,0,0,0
70017.45,14,2,2,193736.94,-0.6386,0,1,0
69996.1,8,4,4,28537.01,1.4528,1,0,0
88049.6,23,3,4,55722.48,0.5801,0,0,0
174414.36,17,1,1,120414.8,0.4484,2,0,0
199248.14,21,6,0,27001.79,6.3788,1,0,0
30568.92,7,2,4,64486.7,-0.526,3,0,0
194467.28,10,4,0,72970.31,1.665,1,0,0
134779.21,9,2,6,25686.87,4.2468,0,0,0
8603.47,6,5,3,59186.33,-0.8546,1,0,0
59244.77,6,3,3,269780.95,-0.7804,2,0,0
48035.46,22,1,2,85824.93,-0.4403,0,0,0
263665.74,5,5,1,80857.6,2.2608,1,0,0
12458.27,7,4,4,146522.04,-0.915,1,0,0
20007.48,14,5,4,100255.13,-0.8004,1,0,0
305106.28,13,3,2,189985.05,0.6059,1,0,0
67205.85,22,0,4,72272.54,-0.0701,1,0,0
1194597.91,22,2,4,51766.08,22.0764,2,0,0
17567.98,14,0,1,22539.65,-0.2206,3,0,0
3958.96,11,4,4,31820.72,-0.8756,0,0,0
121710.24,14,0,3,70770.52,0.7198,2,0,0
81805.1,17,2,4,307208.44,-0.7337,2,0,0
368897.16,15,0,3,192283.42,0.9185,1,1,0
249539.44,4,6,1,112319.02,1.2217,0,0,0
38483.78,12,2,3,38008.76,0.0125,2,0,0
117436.75,22,5,3,66708.31,0.7604,0,0,0
126895.27,6,5,1,203465.92,-0.3763,2,0,0
84731.56,10,3,1,14724.01,4.7543,0,0,0
12546.08,7,4,3,63578.77,-0.8027,2,0,0
10937.83,0,6,6,129041.56,-0.9152,6,0,0
30036.83,1,6,4,16631.17,0.806,0,0,0
29152.96,10,0,3,77759.74,-0.6251,2,0,0
401753.64,20,0,2,280119.81,0.4342,1,0,0
1279497.93,4,1,2,517981.29,1.4702,0,1,0
16153.53,18,4,4,29595.72,-0.4542,1,0,0
650712.83,23,2,1,37125.71,16.5268,2,0,1
257895.69,6,1,4,99040.38,1.6039,0,0,0
93276.47,9,1,2,10897.87,7.5585,0,0,0
64478.92,12,0,2,559889.15,-0.8848,2,0,0
311507.34,3,5,4,54287.94,4.738,0,0,0
30485.11,22,2,2,40234.79,-0.2423,0,0,0
27474.91,22,3,3,30293.63,-0.093,0,0,0
64969.39,16,2,5,28360.75,1.2908,1,0,0
140111.84,10,1,4,9267.99,14.1163,0,1,0
41816.08,20,2,2,115472.26,-0.6379,2,0,0
824357.14,10,0,0,11139.3,72.9978,0,0,0
62702.49,9,1,3,20364.43,2.0789,3,0,0
26611.24,16,0,3,17010.9,0.5643,1,0,0
3161.96,15,4,3,138178.75,-0.9771,4,0,0
554520.51,11,3,1,95075.82,4.8324,3,0,0
94800.45,4,6,8,19779.96,3.7926,3,0,0
612628.84,13,5,4,267001.35,1.2945,2,0,0
6097.13,3,3,3,102843.69,-0.9407,1,0,0
46439.29,4,0,2,25052.81,0.8536,1,1,0
22661.78,10,4,3,48001.72,-0.5279,3,1,0
143629.65,20,4,1,16320.82,7.7999,3,1,0
2875.85,17,5,3,33500.37,-0.9141,1,0,0
107783.83,16,6,2,13298.95,7.1042,1,0,0
63010.55,0,5,4,110159.14,-0.428,1,0,0
26420.93,0,2,4,79910.9,-0.6694,5,0,0
393131.91,15,6,2,94236.62,3.1717,3,0,0
48572.56,9,6,4,93110.06,-0.4783,0,0,0
48648.19,14,4,2,349404.71,-0.8608,1,0,0
129948.28,20,5,4,204035.27,-0.3631,2,0,0
128701.38,10,1,3,10409.43,11.3628,1,0,0
8006.17,6,4,3,156203.88,-0.9487,3,1,0
35658.52,8,2,6,120388.59,-0.7038,1,0,0
4714.22,11,5,3,142076.99,-0.9668,3,0,0
3804737.29,15,6,5,164817.6,22.0844,2,0,0
101652.23,4,3,4,22464.3,3.5249,2,0,0
3280841.54,6,2,2,89448.4,35.6782,3,0,0
110775.5,18,6,2,50013.98,1.2149,0,0,0
4861044.93,7,6,1,67203.15,71.3325,1,0,0
208445.81,13,6,5,104295.98,0.9986,4,1,0
61535.36,16,1,4,39050.84,0.5758,0,0,0
332322.66,6,5,7,36523.15,8.0987,1,0,0
40445.14,22,1,4,93069.19,-0.5654,0,0,0
6820.97,4,1,2,58270.02,-0.8829,1,1,0
10320.44,13,2,4,97982.32,-0.8947,2,0,0
8595.9,22,5,4,245857.96,-0.965,0,0,0
411725.61,3,0,1,81285.84,4.0651,3,1,0
36205.05,6,5,0,104798.5,-0.6545,2,0,0
67471.08,2,4,5,86394.49,-0.219,3,0,0
4063.36,15,5,5,27284.76,-0.851,1,1,0
98094.09,6,1,3,34653.92,1.8306,2,0,0
4896.35,7,2,1,18919.21,-0.7412,2,0,0
538864.29,7,6,0,22731.97,22.7041,1,1,0
89238.73,7,4,4,28963.3,2.081,1,0,0
171073.99,9,2,5,187279.53,-0.0865,2,0,0
320216.42,17,3,3,48262.83,5.6347,1,1,0
151830.91,17,2,3,140387.57,0.0815,0,0,0
62011.1,3,3,3,331631.24,-0.813,3,0,0
254277.51,6,6,1,49961.22,4.0894,0,1,0
54683.94,15,3,3,3637.91,14.0278,1,1,0
15906.43,16,2,1,127915.17,-0.8756,0,0,0
44139.5,12,4,2,51225.72,-0.1383,1,0,0
77828.36,12,1,3,507354.41,-0.8466,2,1,0
70755.52,21,0,2,148159.38,-0.5224,3,0,0
14918.81,10,5,0,68821.96,-0.7832,3,0,0
85002.62,6,6,6,24560.62,2.4608,1,0,0
128138.95,4,0,2,67908.27,0.8869,2,0,0
16067.8,18,1,2,324906.43,-0.9505,0,0,0
71522.55,1,0,6,27017.71,1.6472,2,1,0
244462.53,4,2,4,146012.29,0.6743,0,0,0
152091.6,3,0,1,28165.31,4.3998,1,0,0
20557.18,17,2,2,25846.86,-0.2046,1,0,0
13258.32,14,5,3,39716.94,-0.6662,3,0,0
6327.93,13,5,6,6852.8,-0.0766,2,1,0
15350.97,12,4,5,8737.17,0.7569,2,1,0
68308.81,9,5,5,64522.06,0.0587,3,0,0
14774.09,8,6,2,101135.58,-0.8539,1,0,0
45133.57,0,2,2,37733.67,0.1961,3,0,0
15425.57,22,6,4,186371.29,-0.9172,1,0,0
22061.96,8,2,6,157355.56,-0.8598,1,0,0
105465.64,16,2,4,66501.01,0.5859,1,0,0
14233.7,18,3,2,20705.53,-0.3126,2,1,0
277011.83,22,4,3,138351.92,1.0022,2,0,0
19348.99,19,3,2,14109.49,0.3713,2,0,0
26357.62,1,3,2,116774.74,-0.7743,1,0,0
419161.68,3,3,2,50504.41,7.2994,4,0,0
48268.52,14,3,5,21008.98,1.2975,2,0,0
8637.84,20,6,3,177131.18,-0.9512,4,1,0
35713.25,9,3,1,81274.81,-0.5606,1,1,0
6287.68,0,3,4,454947.12,-0.9862,1,0,0
285547.4,15,5,2,23440.62,11.1813,0,1,0
108829.46,22,0,4,112698.15,-0.0343,0,0,0
99778.66,10,4,3,130019.31,-0.2326,3,0,0
13363.49,5,5,4,143691.77,-0.907,0,0,0
282843.34,10,2,3,21164.35,12.3636,1,0,0
26483.13,7,1,3,92373.63,-0.7133,1,0,0
9720.05,2,6,2,93146.79,-0.8956,1,0,0
14040.08,15,2,8,54077.38,-0.7404,3,0,0
23196.28,22,1,2,65388.96,-0.6452,2,0,0
223781.87,4,6,3,157415.91,0.4216,3,0,0
792613.58,8,0,4,11654.71,67.0023,1,1,0
116530.65,5,1,3,40383.87,1.8855,3,0,0
68156.29,20,3,3,26119.81,1.6093,4,0,0
14049.61,3,2,1,8787.25,0.5988,1,0,0
23118.22,20,0,3,12041.21,0.9198,0,0,0
22126.14,17,6,3,116185.21,-0.8096,2,0,0
